c8b1dc100635d8e91a02c319d8b29cfa88a6893a6c4af8ca4217c79fe377e19c	linux-headers-7.2.0-yogabook-20260828-163827_7.2.0-14780-g907805589733-1_amd64.deb	https://github.com/Yoga-Book/Yoga-Book-Linux-Kernel/releases/download/v7.2.0-yogabook-20260828-163827/linux-headers-7.2.0-yogabook-20260828-163827_7.2.0-14780-g907805589733-1_amd64.deb
b818113a9535f4c401a01440ebe12dcca0802d8e187f097499296ee78ff504eb	linux-image-7.2.0-yogabook-20260828-163827_7.2.0-14780-g907805589733-1_amd64.deb	https://github.com/Yoga-Book/Yoga-Book-Linux-Kernel/releases/download/v7.2.0-yogabook-20260828-163827/linux-image-7.2.0-yogabook-20260828-163827_7.2.0-14780-g907805589733-1_amd64.deb
89f0cc4cb97e8c0b2716ec39e7108a434f1160d0aa647c39c864c9dcdcc30c3f	alsa-ucm-conf-yogabook_1.6_all.deb	https://github.com/Yoga-Book/Yoga-Book-ALSA-UCM-Config/releases/download/v1.6/alsa-ucm-conf-yogabook_1.6_all.deb
338b5942c5524f665068964cd33ecf6cdd0e1e0d19eee58639b8ba1f0a721d14	sof-topology-yogabook_1.0.0_all.deb	https://github.com/Yoga-Book/Yoga-Book-Sound-Open-Firmware/releases/download/yogabook-topology-v1.0.0/sof-topology-yogabook_1.0.0_all.deb
d0d252bf612f6c4c86c102e34cc22967e54f7ff8e8aa6abe362d2e01fee409e4	halo-keyboard_1.0.0-6_amd64.deb	https://github.com/Yoga-Book/Halo-Keyboard/releases/download/v1.0.0-6/halo-keyboard_1.0.0-6_amd64.deb
4f518780d069713907f714d66828cab2993fc4cdd0ebeb1da73c2232ca07927b	yogabook-sensors_1.0.0-7_all.deb	https://github.com/Yoga-Book/Yoga-Book-Sensors/releases/download/v1.0.0-7/yogabook-sensors_1.0.0-7_all.deb
76d5036ad51f9e12c1e4403415dcb2deb56797bc741a690ee06c6d5d4d0574e2	yogabook-camera_0.2.20_all.deb	https://github.com/Yoga-Book/Yoga-Book-Camera/releases/download/v0.2.20/yogabook-camera_0.2.20_all.deb
4234a9ac20c8c369829814424e85e3ac97983dfc5a151abf5e14b1336bea848a	yogabook-gnss_1.0.3_all.deb	https://github.com/Yoga-Book/Yoga-Book-GNSS/releases/download/v1.0.3/yogabook-gnss_1.0.3_all.deb
f2615b5b1113c17514d245fb0f5b44ae7cca9cd84c4eb010f7e08299c37e62e8	yogabook-validator_0.23.2_all.deb	https://github.com/Yoga-Book/Yoga-Book-Validator/releases/download/v0.23.2/yogabook-validator_0.23.2_all.deb
d29390bf340a80f41f05e1b3d65f8e823bbaeda8e7a46b6d9ff008c56b85b881	gnome-control-center_50.3-0ubuntu0.1+yogabook1_amd64.deb	https://github.com/Yoga-Book/GNOME-Control-Center/releases/download/ubuntu-50.3-yogabook1/gnome-control-center_50.3-0ubuntu0.1%2Byogabook1_amd64.deb
877e42b66a84a001a4c31de6e6e97ead623bf0c629fb091320765a47a19dde5e	gnome-control-center-data_50.3-0ubuntu0.1+yogabook1_all.deb	https://github.com/Yoga-Book/GNOME-Control-Center/releases/download/ubuntu-50.3-yogabook1/gnome-control-center-data_50.3-0ubuntu0.1%2Byogabook1_all.deb
ac5629090f9008e30ba924a54b5310475bb758eeee7c992250285f1b539a84ac	gir1.2-mutter-18_50.1-0ubuntu2.2+yogabook3_amd64.deb	https://github.com/Yoga-Book/GNOME-Mutter/releases/download/ubuntu-50.1-yogabook3/gir1.2-mutter-18_50.1-0ubuntu2.2%2Byogabook3_amd64.deb
473ce4d391ec27525469265fcb1e1780b63ea4a005de9f92eb7f01db3c16235a	libmutter-18-0_50.1-0ubuntu2.2+yogabook3_amd64.deb	https://github.com/Yoga-Book/GNOME-Mutter/releases/download/ubuntu-50.1-yogabook3/libmutter-18-0_50.1-0ubuntu2.2%2Byogabook3_amd64.deb
917699a74f1b7800251d096e304c1fa00eed019b2a07644d63620d408562a5b3	mutter-common_50.1-0ubuntu2.2+yogabook3_all.deb	https://github.com/Yoga-Book/GNOME-Mutter/releases/download/ubuntu-50.1-yogabook3/mutter-common_50.1-0ubuntu2.2%2Byogabook3_all.deb
efb909a05791400a414e96252fe80e8e0b501d4533fb623ab1a23909df6e61f0	mutter-common-bin_50.1-0ubuntu2.2+yogabook3_amd64.deb	https://github.com/Yoga-Book/GNOME-Mutter/releases/download/ubuntu-50.1-yogabook3/mutter-common-bin_50.1-0ubuntu2.2%2Byogabook3_amd64.deb
